temperature,humidity,rainfall,wind_speed,pressure,disaster_type
13.45,85.0,27.2,19.5,1017.45,HeavyRain
41.0,10.0,0.0,9.0,1002.0,Heatwave
42.0,22.0,0.0,5.4,997.0,Heatwave
26.4,74.0,0.05,32.8,1011.0,Storm
44.5,16.0,0.0,32.8,994.0,Heatwave
43.6,9.0,0.0,13.0,1000.0,Heatwave
22.3,73.0,0.0,30.2,1011.0,Storm
17.05,68.0,27.4,16.0,1017.4,HeavyRain
43.5,7.0,0.0,25.2,1006.0,Heatwave
12.9,100.0,40.8,10.0,1004.3,HeavyRain
9.1,100.0,0.32,38.5,1002.0,Storm
33.2,59.0,0.77,6.1,1005.0,Normal
42.4,18.0,0.0,29.2,1003.0,Heatwave
9.2,71.0,0.0,36.4,1012.0,Storm
6.1,87.0,0.19,31.7,991.0,Storm
14.35,77.0,76.6,28.5,1013.05,HeavyRain
29.1,58.0,0.0,20.2,1010.0,Normal
26.2,51.0,0.0,15.1,1014.0,Normal
28.2,79.0,0.02,32.0,1012.0,Storm
26.65,90.5,61.8,11.0,1004.35,HeavyRain
28.2,69.0,0.0,25.2,1011.0,Normal
15.1,77.0,0.11,55.8,1008.0,Storm
28.1,84.0,0.19,31.3,1009.0,Storm
9.4,90.0,22.2,8.5,1003.9,HeavyRain
30.7,48.0,0.0,20.2,1010.0,Normal
30.2,66.0,0.0,36.7,1011.0,Storm
26.8,33.0,0.0,20.5,1019.0,Normal
10.2,76.0,0.0,30.2,1005.0,Storm
8.7,68.0,39.0,35.0,1009.35,HeavyRain
21.55,75.0,44.2,11.5,1018.35,HeavyRain
40.3,20.0,0.0,14.0,994.0,Heatwave
28.2,84.0,0.02,30.2,1009.0,Storm
21.15,93.5,23.4,8.0,1011.55,HeavyRain
17.0,92.0,23.0,11.0,1022.35,HeavyRain
32.0,34.0,0.0,9.7,1015.0,Normal
27.0,54.0,0.0,16.9,1015.0,Normal
40.2,25.0,0.0,8.3,998.0,Heatwave
22.0,41.0,0.0,15.1,1008.0,Normal
23.3,69.0,0.0,19.4,1018.0,Normal
14.4,90.5,25.6,22.5,1022.15,HeavyRain
31.2,36.0,0.0,22.0,1011.0,Normal
10.2,87.0,0.25,38.5,999.0,Storm
22.4,41.0,0.0,14.0,1017.0,Normal
15.55,86.0,23.0,34.0,1021.0,HeavyRain
27.35,85.5,102.0,17.5,1007.6,HeavyRain
26.6,90.0,41.8,5.5,1005.2,HeavyRain
14.8,75.5,29.4,19.5,1021.45,HeavyRain
23.8,30.0,0.0,13.3,1019.0,Normal
8.5,82.0,22.6,25.0,1019.75,HeavyRain
27.5,77.0,0.09,31.0,1012.0,Storm
16.2,82.0,0.01,38.9,1004.0,Storm
22.05,80.5,27.2,34.5,995.05,HeavyRain
43.2,20.0,0.0,18.4,995.0,Heatwave
11.35,77.0,24.4,16.5,1012.0,HeavyRain
26.6,81.5,76.8,14.0,999.85,HeavyRain
31.1,52.0,0.0,4.7,1012.0,Normal
24.0,57.0,0.26,13.0,1005.0,Normal
8.95,81.5,23.8,17.0,1018.45,HeavyRain
42.1,17.0,0.0,27.0,1003.0,Heatwave
14.45,53.5,33.4,24.0,1012.75,HeavyRain
27.1,74.0,0.01,30.2,1012.0,Storm
11.0,89.0,0.02,32.8,995.0,Storm
25.8,44.0,0.0,7.9,1015.0,Normal
27.05,87.0,161.6,16.5,1000.65,HeavyRain
44.2,12.0,0.0,29.5,997.0,Heatwave
25.05,79.0,20.0,4.5,1017.15,HeavyRain
20.05,69.5,31.2,18.5,1022.75,HeavyRain
25.3,69.0,0.01,25.2,1016.0,Normal
15.75,91.0,24.0,11.0,1009.95,HeavyRain
28.05,87.0,20.8,20.5,998.7,HeavyRain
10.2,87.0,43.8,15.0,1024.1,HeavyRain
27.3,81.0,0.09,34.9,1011.0,Storm
20.0,64.0,0.01,15.1,1012.0,Normal
41.5,24.0,0.0,31.0,993.0,Storm
12.3,80.5,27.2,19.5,1032.15,HeavyRain
11.55,93.5,37.6,29.5,992.65,HeavyRain
6.6,94.5,36.0,19.5,1022.25,HeavyRain
14.3,82.0,0.04,30.6,989.0,Storm
21.0,64.0,0.0,40.0,1011.0,Storm
44.7,18.0,0.0,22.3,994.0,Heatwave
28.0,52.0,0.0,20.5,1013.0,Normal
16.049999999999997,51.5,36.4,23.5,999.75,HeavyRain
15.3,72.0,0.2,31.7,1002.0,Storm
29.0,67.0,25.4,17.5,1005.7,HeavyRain
28.6,39.0,0.0,13.0,1016.0,Normal
26.9,71.0,53.0,24.0,1004.95,HeavyRain
20.65,95.5,43.8,16.0,1005.85,HeavyRain
23.2,42.0,0.0,8.6,1016.0,Normal
12.7,73.0,27.4,14.0,1014.25,HeavyRain
34.2,25.0,0.0,33.1,1004.0,Storm
40.3,26.0,0.0,13.7,998.0,Heatwave
2.3,93.0,1.98,30.6,987.0,Storm
43.1,12.0,0.0,42.5,1002.0,Heatwave
28.1,89.0,0.03,30.2,1011.0,Storm
41.7,9.0,0.0,32.0,997.0,Heatwave
30.3,63.0,0.0,6.5,1012.0,Normal
22.0,69.0,0.0,16.9,1016.0,Normal
22.5,31.0,0.0,11.9,1018.0,Normal
20.35,92.0,25.2,33.0,1013.05,HeavyRain
13.1,75.0,33.6,23.0,1006.1,HeavyRain
12.2,67.0,0.0,30.2,1009.0,Storm
27.2,32.0,0.0,15.1,1020.0,Normal
23.05,83.0,86.8,36.5,1012.75,HeavyRain
9.25,95.0,40.0,37.0,992.85,HeavyRain
27.0,57.0,0.0,6.8,1011.0,Normal
25.8,69.0,0.0,32.0,1011.0,Storm
25.3,69.0,0.0,7.2,1017.0,Normal
14.45,72.5,61.4,27.5,1009.75,HeavyRain
0.3,100.0,0.83,41.4,985.0,Storm
40.9,11.0,0.0,8.3,999.0,Heatwave
26.7,23.0,0.0,30.2,1010.0,Storm
-2.9,58.0,0.0,32.0,999.0,Storm
30.3,55.0,0.0,7.6,1008.0,Normal
30.1,75.0,0.0,31.7,1011.0,Storm
12.65,82.5,31.8,18.5,1013.85,HeavyRain
40.3,13.0,0.0,24.1,1001.0,Heatwave
23.0,59.5,21.4,13.0,1020.8,HeavyRain
45.1,10.0,0.0,9.0,997.0,Heatwave
22.2,38.0,0.0,24.5,1014.0,Normal
25.7,69.0,0.08,19.4,1018.0,Normal
-0.9,93.0,0.05,33.1,996.0,Storm
42.4,17.0,0.0,16.9,1006.0,Heatwave
22.0,65.0,0.0,9.7,1022.0,Normal
10.45,70.0,20.8,24.0,1013.75,HeavyRain
16.5,85.5,56.8,17.5,1003.85,HeavyRain
33.2,47.0,0.0,33.1,1007.0,Storm
24.1,57.0,0.0,62.3,1009.0,Normal
12.85,63.5,86.8,17.0,1018.7,HeavyRain
11.3,82.0,0.09,30.2,1006.0,Storm
28.1,84.0,0.04,36.4,1010.0,Storm
19.4,89.5,31.0,21.5,1019.7,HeavyRain
20.1,43.0,0.0,16.6,1027.0,Normal
20.6,86.5,20.8,33.5,1017.15,HeavyRain
9.7,94.0,27.8,32.5,1014.65,HeavyRain
5.2,75.0,0.0,32.0,1010.0,Storm
27.2,79.0,0.1,38.9,1011.0,Storm
39.0,19.0,0.0,31.0,1003.0,Storm
28.0,84.0,0.09,30.2,1005.0,Storm
13.2,88.0,3.93,67.0,1003.0,Storm
22.3,78.0,0.02,34.6,1011.0,Storm
21.25,94.0,25.0,15.5,1011.4,HeavyRain
42.1,14.0,0.0,12.6,1001.0,Heatwave
40.0,18.0,0.0,11.2,1002.0,Heatwave
44.4,16.0,0.0,37.8,993.0,Heatwave
30.9,33.0,0.0,30.2,1007.0,Storm
17.95,100.0,20.4,5.5,1005.95,HeavyRain
24.25,61.5,20.0,14.0,1012.15,HeavyRain
26.0,70.0,0.0,3.6,1018.0,Normal
28.2,74.0,0.0,31.3,1007.0,Storm
22.3,74.5,24.6,6.5,1017.95,HeavyRain
20.1,64.0,0.0,3.6,1025.0,Normal
28.1,70.0,0.0,39.6,1010.0,Storm
24.05,86.5,23.4,29.5,1003.45,HeavyRain
25.6,71.0,26.4,37.0,1012.9,HeavyRain
28.95,72.5,42.4,12.0,1004.85,HeavyRain
38.3,9.0,0.0,31.0,1012.0,Storm
13.95,100.0,21.8,12.0,1021.5,HeavyRain
30.0,70.0,0.05,4.3,1011.0,Normal
30.3,62.0,0.27,3.6,1007.0,Normal
12.8,84.0,23.8,22.0,1008.35,HeavyRain
23.3,82.5,62.4,21.0,1013.65,HeavyRain
20.9,72.0,0.04,30.2,1008.0,Storm
28.2,84.0,2.16,40.3,1011.0,Storm
13.85,80.5,20.0,21.5,1011.65,HeavyRain
18.3,77.0,0.0,31.7,1001.0,Storm
10.3,71.0,0.0,38.5,1009.0,Storm
17.15,90.0,32.2,42.0,1015.2,HeavyRain
30.0,75.0,0.0,34.9,1010.0,Storm
30.0,31.0,0.0,4.3,1015.0,Normal
26.4,62.0,0.02,7.6,1015.0,Normal
17.05,86.5,31.0,14.0,1011.55,HeavyRain
12.0,74.5,28.6,15.0,1023.05,HeavyRain
13.45,88.5,41.0,9.0,1023.9,HeavyRain
40.1,28.0,0.0,22.7,998.0,Heatwave
20.0,60.0,0.0,31.0,1023.0,Normal
29.8,35.0,0.0,14.4,1009.0,Normal
7.949999999999999,84.0,21.0,27.0,1025.45,HeavyRain
23.4,57.0,0.0,16.9,1023.0,Normal
28.2,79.0,0.04,30.2,1012.0,Storm
26.1,94.0,0.02,31.0,1007.0,Storm
28.1,58.0,0.56,7.2,1010.0,Normal
16.2,78.5,21.0,27.5,1006.55,HeavyRain
25.0,65.0,0.05,24.1,1018.0,Normal
15.55,99.0,36.4,13.0,1018.0,HeavyRain
28.5,75.5,40.4,17.0,1009.5,HeavyRain
24.0,50.0,0.01,11.2,1008.0,Normal
14.85,92.0,23.2,15.0,1017.1,HeavyRain
25.2,41.0,0.0,9.7,1019.0,Normal
14.15,96.0,23.6,13.0,1019.35,HeavyRain
13.85,77.5,65.4,17.5,1008.95,HeavyRain
24.05,80.0,23.6,17.5,1010.55,HeavyRain
9.3,87.0,0.98,38.2,1007.0,Storm
28.8,82.0,0.04,38.9,1008.0,Storm
15.75,79.5,21.0,12.0,1023.05,HeavyRain
14.2,88.0,0.67,42.8,996.0,Storm
9.45,91.0,35.0,21.0,1017.25,HeavyRain
11.0,94.0,0.09,51.1,1005.0,Storm
22.5,95.5,30.8,38.0,1001.3,HeavyRain
29.3,75.0,0.0,32.8,1012.0,Storm
26.1,77.0,0.17,32.0,1010.0,Storm
23.7,68.5,33.6,7.5,1004.15,HeavyRain
29.1,70.0,0.39,31.0,1012.0,Storm
26.2,34.0,0.0,17.3,1019.0,Normal
31.2,59.0,0.0,20.9,1008.0,Normal
16.2,87.0,26.0,11.0,1022.85,HeavyRain
21.1,92.5,32.6,22.0,1008.1,HeavyRain
28.15,75.5,31.4,10.0,1009.05,HeavyRain
24.1,57.0,0.03,5.4,1014.0,Normal
42.5,5.0,0.0,30.6,999.0,Storm
40.3,19.0,0.0,34.2,1002.0,Storm
15.65,67.0,22.8,16.5,1016.6,HeavyRain
21.05,74.0,21.8,23.5,1009.95,HeavyRain
20.4,43.0,0.01,13.3,1028.0,Normal
29.1,79.0,0.45,34.2,1003.0,Storm
20.15,66.0,24.4,25.0,1022.85,HeavyRain
34.0,22.0,0.0,37.1,1004.0,Storm
12.3,50.0,0.0,51.8,989.0,Storm
12.05,93.0,67.0,22.0,1017.35,HeavyRain
13.1,72.0,0.0,35.3,1009.0,Storm
30.1,21.0,0.0,33.5,1012.0,Storm
25.1,69.0,0.0,31.7,1012.0,Storm
24.0,54.0,0.24,3.6,1023.0,Normal
21.3,38.0,0.0,6.1,1022.0,Normal
29.8,66.0,0.0,4.3,1000.0,Normal
21.1,33.0,0.0,11.5,1028.0,Normal
11.4,71.0,0.05,45.4,1012.0,Storm
22.75,74.0,24.6,4.5,1009.05,HeavyRain
16.1,70.0,42.4,30.5,998.7,HeavyRain
30.4,70.0,0.0,31.0,1009.0,Storm
22.1,31.0,0.0,36.7,1007.0,Storm
20.0,35.0,0.0,31.7,1004.0,Storm
22.2,65.0,0.33,5.4,1022.0,Normal
33.2,63.0,0.94,13.3,1010.0,Normal
40.1,26.0,0.0,15.1,990.0,Heatwave
29.1,70.0,0.02,3.6,1014.0,Normal
27.6,75.0,39.6,13.0,1005.45,HeavyRain
26.5,91.5,40.8,12.0,1007.0,HeavyRain
23.3,82.5,25.8,23.0,1003.6,HeavyRain
21.0,64.0,0.0,4.3,1023.0,Normal
41.4,17.0,0.0,12.2,1004.0,Heatwave
20.45,71.5,29.4,23.0,1009.25,HeavyRain
12.0,68.5,36.0,26.0,1016.3,HeavyRain
30.4,46.0,0.0,18.0,1012.0,Normal
44.2,15.0,0.0,27.4,1000.0,Heatwave
26.3,74.0,0.0,30.2,1011.0,Storm
7.5,86.0,29.0,42.0,1011.6,HeavyRain
13.05,60.0,53.0,26.0,1010.4,HeavyRain
43.6,18.0,0.0,15.1,1000.0,Heatwave
-4.6,93.0,0.19,31.7,1008.0,Storm
26.3,75.0,0.0,37.8,1011.0,Storm
34.1,36.0,0.0,41.0,1003.0,Storm
9.1,76.0,0.0,36.4,996.0,Storm
41.3,28.0,0.0,8.3,999.0,Heatwave
21.1,60.0,0.03,10.8,1026.0,Normal
20.1,68.0,0.0,3.6,1023.0,Normal
18.6,76.0,36.8,26.5,1004.85,HeavyRain
25.0,89.0,0.71,35.6,1012.0,Storm
23.3,93.5,106.8,43.0,1009.85,HeavyRain
28.2,65.0,0.0,7.9,1012.0,Normal
29.1,66.0,0.02,33.1,1013.0,Normal
11.2,64.0,27.6,34.5,1012.95,HeavyRain
29.3,75.0,0.0,33.5,1011.0,Storm
21.1,64.0,0.65,34.9,1003.0,Storm
21.1,53.0,0.0,5.4,1025.0,Normal
20.2,91.5,89.8,17.0,1016.45,HeavyRain
27.2,80.0,1.2,36.4,1012.0,Storm
24.6,36.0,0.0,14.8,1015.0,Normal
17.0,72.0,0.02,33.8,1000.0,Storm
18.1,82.5,59.8,44.5,1007.1,HeavyRain
5.1,100.0,0.08,36.0,1002.0,Storm
21.6,33.0,0.0,15.8,1020.0,Normal
28.3,58.0,0.0,22.0,1012.0,Normal
-0.7,80.0,0.48,33.1,1007.0,Storm
21.45,76.0,25.0,21.5,1005.9,HeavyRain
10.6,61.0,24.4,24.0,1004.65,HeavyRain
23.3,83.0,0.02,39.2,1011.0,Storm
19.2,81.5,24.8,10.0,1018.6,HeavyRain
24.3,65.0,0.22,9.0,1017.0,Normal
11.65,77.0,20.4,19.5,1001.8,HeavyRain
36.3,37.0,0.0,39.2,1002.0,Storm
15.65,84.0,25.0,21.5,1032.1,HeavyRain
15.75,78.0,52.4,23.0,1029.1,HeavyRain
27.9,64.0,0.0,25.6,1003.0,Normal
19.55,82.0,28.4,20.5,1024.85,HeavyRain
24.55,89.5,33.2,27.5,1011.05,HeavyRain
14.2,94.0,0.09,36.4,999.0,Storm
20.1,46.0,0.0,23.0,1016.0,Normal
29.1,48.0,0.0,5.0,1013.0,Normal
43.1,6.0,0.0,42.5,1000.0,Storm
20.4,28.0,0.0,45.0,1009.0,Storm
26.3,84.0,0.21,32.0,1006.0,Storm
16.2,59.0,0.0,37.8,997.0,Storm
23.0,53.0,0.0,12.6,1023.0,Normal
25.3,32.0,0.0,5.8,1018.0,Normal
27.85,73.5,22.8,17.0,1006.8,HeavyRain
40.3,7.0,0.0,9.7,1004.0,Heatwave
29.3,75.0,0.0,37.8,1011.0,Storm
30.1,66.0,0.0,13.0,1009.0,Normal
29.3,62.0,0.0,4.0,1009.0,Normal
27.1,89.0,0.03,33.1,1009.0,Storm
15.0,77.0,0.03,40.7,1010.0,Storm
15.0,59.0,0.0,33.8,1007.0,Storm
22.8,81.0,26.0,31.0,1020.1,HeavyRain
27.1,66.0,0.0,6.8,1013.0,Normal
28.1,62.0,0.0,4.7,1010.0,Normal
28.0,58.0,0.0,18.7,1013.0,Normal
30.1,49.0,0.0,32.4,1010.0,Storm
21.9,53.0,0.0,10.1,1014.0,Normal
31.0,43.0,0.0,7.2,1016.0,Normal
29.4,58.0,0.0,20.2,1012.0,Normal
19.5,61.0,29.8,27.0,1017.9,HeavyRain
40.4,28.0,0.0,6.1,997.0,Heatwave
13.7,97.5,21.4,18.5,1019.9,HeavyRain
42.7,21.0,0.0,12.6,992.0,Heatwave
22.1,85.5,32.0,14.0,1014.15,HeavyRain
16.4,94.0,0.0,40.0,1008.0,Storm
42.5,23.0,0.0,27.7,995.0,Heatwave
5.1,36.0,0.0,32.4,997.0,Storm
23.3,61.5,35.6,10.0,1014.45,HeavyRain
33.6,51.0,0.0,9.0,1008.0,Normal
28.3,94.0,0.38,33.8,1008.0,Storm
33.2,41.0,0.0,4.3,1011.0,Normal
28.65,68.5,31.8,22.5,1006.55,HeavyRain
30.3,62.0,0.0,7.2,1011.0,Normal
5.0,70.0,0.02,31.3,1004.0,Storm
27.6,78.0,34.2,14.0,1008.95,HeavyRain
27.5,81.0,0.03,36.4,1010.0,Storm
26.9,77.0,86.4,8.5,1004.7,HeavyRain
34.5,40.0,0.0,20.2,1004.0,Normal
33.0,34.0,0.0,4.0,1015.0,Normal
42.5,6.0,0.0,21.2,1002.0,Heatwave
31.2,51.0,0.0,38.5,1011.0,Storm
28.2,79.0,0.16,41.0,1011.0,Storm
34.1,36.0,0.0,17.3,1004.0,Normal
41.3,22.0,0.0,25.6,1002.0,Heatwave
20.9,100.0,60.0,17.5,994.4,HeavyRain
25.7,58.5,26.8,7.0,1009.95,HeavyRain
12.6,79.0,20.6,26.5,1018.25,HeavyRain
24.5,89.0,32.2,14.0,1015.95,HeavyRain
26.4,70.0,0.34,19.8,1013.0,Normal
31.0,63.0,0.0,11.5,1008.0,Normal
23.6,89.5,21.8,13.0,1015.5,HeavyRain
32.0,28.0,0.0,31.7,1002.0,Storm
20.9,81.5,31.4,13.0,1020.8,HeavyRain
32.6,57.0,0.0,18.7,1001.0,Normal
28.0,89.0,1.11,31.0,1005.0,Storm
30.1,59.0,0.0,21.6,1014.0,Normal
21.15,93.0,30.2,30.5,1006.1,HeavyRain
19.4,72.5,21.2,31.5,1013.25,HeavyRain
0.3,100.0,0.62,30.2,997.0,Storm
21.950000000000003,83.0,26.6,13.5,1001.05,HeavyRain
26.4,85.5,91.4,24.0,1006.65,HeavyRain
12.4,93.5,37.6,29.5,1006.55,HeavyRain
23.2,69.0,0.0,11.2,1016.0,Normal
15.3,91.0,38.8,16.5,1010.8,HeavyRain
42.4,20.0,0.0,6.1,999.0,Heatwave
28.3,70.0,0.0,30.2,1011.0,Storm
21.0,97.0,26.6,10.0,1012.85,HeavyRain
16.55,66.5,37.2,27.5,1008.55,HeavyRain
30.3,11.0,0.0,30.2,1007.0,Storm
10.85,84.0,24.8,7.5,1015.95,HeavyRain
29.1,70.0,0.06,15.8,1014.0,Normal
26.2,56.0,0.0,5.0,1006.0,Normal
23.0,58.0,0.0,12.2,1015.0,Normal
19.3,83.0,0.0,35.3,1012.0,Storm
22.5,96.0,47.6,28.5,1010.85,HeavyRain
23.5,30.0,0.01,14.4,1016.0,Normal
18.45,86.5,36.0,16.0,1015.15,HeavyRain
13.7,92.5,44.2,20.0,1012.35,HeavyRain
42.0,11.0,0.0,28.4,1002.0,Heatwave
22.3,65.0,0.0,8.6,1021.0,Normal
29.2,58.0,0.0,12.2,1012.0,Normal
28.15,84.5,47.4,19.5,1011.2,HeavyRain
19.8,95.5,38.2,11.0,1018.85,HeavyRain
20.2,60.0,0.0,9.0,1022.0,Normal
26.1,54.0,0.0,3.6,1017.0,Normal
30.5,48.0,0.0,30.2,1012.0,Storm
19.05,92.5,25.4,11.0,1005.8,HeavyRain
27.9,48.0,0.0,6.8,1015.0,Normal
25.4,93.0,4.79,30.2,1009.0,Storm
27.1,47.0,0.0,3.6,1006.0,Normal
31.0,41.0,0.0,8.3,1018.0,Normal
24.3,47.0,0.0,3.6,1023.0,Normal
27.5,78.0,0.66,37.8,1012.0,Storm
26.3,94.0,2.22,37.8,1010.0,Storm
25.9,84.0,1.88,33.1,1008.0,Storm
26.25,83.0,31.2,16.0,1010.8,HeavyRain
26.2,74.0,0.0,34.9,1009.0,Storm
29.1,70.0,0.0,31.0,1010.0,Storm
29.0,79.0,0.0,36.7,1010.0,Storm
26.35,78.5,21.8,15.0,1010.75,HeavyRain
23.1,53.0,0.0,22.0,1006.0,Normal
33.1,49.0,0.84,7.9,1008.0,Normal
26.4,74.0,0.04,36.0,1012.0,Storm
21.3,70.0,0.0,14.8,1016.0,Normal
21.5,87.5,63.2,9.5,1017.85,HeavyRain
44.2,11.0,0.0,20.2,1003.0,Heatwave
28.0,94.0,34.8,17.0,1002.4,HeavyRain
25.3,56.0,0.0,3.6,1013.0,Normal
30.1,75.0,0.0,31.0,1006.0,Storm
29.05,72.0,26.6,18.0,1004.8,HeavyRain
12.9,90.5,20.2,21.0,990.8,HeavyRain
46.1,6.0,0.0,16.9,1006.0,Heatwave
25.25,63.0,21.2,9.5,1014.3,HeavyRain
15.65,77.0,25.6,20.5,1016.6,HeavyRain
26.0,70.0,0.0,22.0,1016.0,Normal
30.1,70.0,0.06,28.1,1016.0,Normal
28.2,55.0,0.0,4.7,1018.0,Normal
18.3,79.0,31.2,21.0,1015.3,HeavyRain
31.4,63.0,0.0,17.3,1006.0,Normal
44.6,7.0,0.0,16.9,998.0,Heatwave
37.2,13.0,0.0,30.6,1005.0,Storm
23.2,47.0,0.13,11.2,999.0,Normal
-0.9,93.0,0.21,31.7,993.0,Storm
22.6,60.0,0.0,6.8,1004.0,Normal
42.5,18.0,0.0,28.4,994.0,Heatwave
40.3,28.0,0.0,37.1,996.0,Heatwave
18.0,49.0,0.0,31.0,1011.0,Storm
15.3,83.5,20.4,22.0,1031.1,HeavyRain
32.1,32.0,0.0,15.1,1005.0,Normal
16.3,36.0,0.0,31.3,1011.0,Storm
42.5,15.0,0.0,18.4,1000.0,Heatwave
27.15,72.0,27.4,23.5,1008.3,HeavyRain
23.3,41.0,0.0,15.1,1013.0,Normal
24.45,73.0,67.0,14.0,1011.0,HeavyRain
27.2,66.0,0.0,20.5,1015.0,Normal
28.1,81.0,0.28,35.6,1012.0,Storm
8.65,68.5,22.0,18.5,996.75,HeavyRain
12.1,88.0,0.83,40.0,1005.0,Storm
25.7,28.0,0.06,32.0,1008.0,Storm
45.6,7.0,0.0,20.9,999.0,Heatwave
25.65,83.0,92.6,17.5,1011.15,HeavyRain
32.4,67.0,0.45,3.6,1013.0,Normal
26.55,81.0,32.0,13.0,1009.4,HeavyRain
21.9,64.0,0.02,9.0,1016.0,Normal
29.5,63.5,34.2,10.0,1007.25,HeavyRain
9.85,70.0,23.8,31.5,1009.4,HeavyRain
32.2,41.0,0.0,42.1,1010.0,Storm
26.3,46.0,0.0,32.4,1007.0,Storm
16.15,85.5,51.8,33.0,1028.2,HeavyRain
13.8,96.0,0.41,43.2,1004.0,Storm
18.55,100.0,30.0,25.5,1012.25,HeavyRain
12.8,82.0,20.2,37.0,1017.0,HeavyRain
43.0,5.0,0.0,15.1,1007.0,Heatwave
41.2,28.0,0.0,31.0,992.0,Storm
21.05,78.5,24.8,14.0,1014.85,HeavyRain
22.6,94.5,34.4,20.0,1016.75,HeavyRain
28.6,47.0,0.0,7.2,1014.0,Normal
27.1,94.0,41.8,26.0,1005.0,HeavyRain
16.45,62.5,21.2,18.5,1021.8,HeavyRain
14.35,87.0,30.8,8.0,1020.3,HeavyRain
24.3,54.0,0.16,10.1,1021.0,Normal
27.3,94.0,0.82,30.2,1011.0,Storm
19.75,91.5,20.6,16.0,1013.05,HeavyRain
30.1,70.0,0.0,32.0,1010.0,Storm
30.2,79.0,0.57,30.2,1011.0,Storm
10.85,87.5,22.4,13.5,1013.1,HeavyRain
21.1,46.0,0.0,18.7,1024.0,Normal
31.3,63.0,0.47,16.9,1009.0,Normal
20.6,34.0,0.0,3.6,1014.0,Normal
42.2,16.0,0.0,21.2,1005.0,Heatwave
29.2,79.0,0.16,34.9,1011.0,Storm
30.1,66.0,0.03,18.4,1015.0,Normal
28.8,81.0,0.22,30.6,1009.0,Storm
