temperature,humidity,rainfall,wind_speed,pressure,disaster_type
23.4,37,0.0,21.6,1016.0,Normal
20.1,67,0.0,6.5,1021.0,Normal
29.9,34,0.0,8.3,1009.0,Normal
31.1,41,0.0,5.0,1014.0,Normal
27.9,67,0.96,28.8,1012.0,Normal
33.3,48,0.05,8.3,1007.0,Normal
23.6,42,0.0,7.9,1009.0,Normal
28.2,69,0.0,5.8,1008.0,Normal
27.2,32,0.0,3.6,1009.0,Normal
26.0,37,0.0,18.0,1011.0,Normal
32.3,59,0.15,3.6,1008.0,Normal
31.1,36,0.0,5.4,1017.0,Normal
28.3,48,0.0,9.7,1014.0,Normal
22.0,50,0.0,5.0,1021.0,Normal
20.4,60,0.0,24.1,1010.0,Normal
21.0,50,0.0,11.9,1023.0,Normal
29.0,70,0.01,10.4,1015.0,Normal
25.9,49,0.0,14.4,1015.0,Normal
20.0,64,0.0,14.4,1014.0,Normal
22.0,57,0.21,11.2,1016.0,Normal
32.1,41,0.0,5.0,1012.0,Normal
21.5,49,0.0,4.0,1014.0,Normal
31.1,63,0.04,15.1,1017.0,Normal
32.0,67,0.07,3.6,1012.0,Normal
30.3,55,0.0,7.6,1008.0,Normal
21.5,45,0.0,6.8,1015.0,Normal
21.2,53,0.0,16.9,1002.0,Normal
20.8,36,0.0,11.2,1021.0,Normal
20.2,68,0.01,8.6,1014.0,Normal
30.0,60,0.0,23.4,1012.0,Normal
21.1,31,0.0,13.7,1014.0,Normal
24.1,31,0.0,24.1,1007.0,Normal
25.1,51,0.27,9.4,1019.0,Normal
23.3,65,0.0,5.4,1021.0,Normal
21.2,53,0.0,6.5,1034.0,Normal
23.4,52,0.0,21.6,1014.0,Normal
28.7,67,0.26,8.6,1005.0,Normal
23.2,61,0.0,8.3,1015.0,Normal
23.2,61,0.0,16.6,1011.0,Normal
21.1,38,0.0,24.1,1014.0,Normal
21.4,60,0.0,27.7,1013.0,Normal
28.7,69,0.08,9.0,1012.0,Normal
27.4,62,0.09,9.7,1019.0,Normal
24.2,36,0.04,5.0,1018.0,Normal
33.1,47,0.0,18.4,1009.0,Normal
32.4,46,0.0,12.2,1010.0,Normal
26.5,63,0.0,4.3,1008.0,Normal
29.2,57,1.56,23.4,1010.0,Normal
27.4,70,0.01,36.4,1016.0,Normal
24.2,36,0.16,13.7,1007.0,Normal
20.2,35,0.0,9.4,1028.0,Normal
31.8,50,0.0,12.6,1012.0,Normal
28.0,42,0.0,5.4,1013.0,Normal
26.4,56,0.24,19.4,1015.0,Normal
31.3,55,0.0,6.5,1012.0,Normal
33.5,43,0.0,9.7,1008.0,Normal
32.2,63,0.0,12.6,1007.0,Normal
32.2,63,0.0,18.0,1009.0,Normal
30.1,46,0.0,7.9,1011.0,Normal
27.0,66,0.0,13.0,1014.0,Normal
27.3,58,0.0,16.9,1012.0,Normal
24.3,44,0.0,49.7,1015.0,Normal
25.2,65,0.01,19.4,1022.0,Normal
33.3,49,0.0,19.8,1011.0,Normal
26.5,62,0.0,7.2,1013.0,Normal
29.2,70,0.0,10.4,1011.0,Normal
22.2,41,0.0,12.6,1011.0,Normal
27.2,58,0.0,11.2,1020.0,Normal
24.1,50,0.0,36.7,1015.0,Normal
22.2,38,0.0,9.0,1029.0,Normal
32.1,36,0.0,3.6,1016.0,Normal
20.3,37,0.0,5.8,1020.0,Normal
34.9,39,0.0,8.6,1009.0,Normal
23.2,69,0.0,3.6,1025.0,Normal
31.1,36,0.0,3.6,1013.0,Normal
32.0,53,0.0,3.6,1014.0,Normal
26.6,39,0.0,8.6,1017.0,Normal
34.2,53,0.0,19.1,1008.0,Normal
25.2,47,0.0,11.9,1017.0,Normal
28.5,68,0.0,16.2,1012.0,Normal
21.1,31,0.02,8.6,1021.0,Normal
22.2,46,0.01,14.4,1025.0,Normal
31.4,63,0.0,17.3,1006.0,Normal
31.6,32,0.01,3.6,1003.0,Normal
25.0,39,0.0,18.4,1023.0,Normal
31.4,57,0.0,7.6,1008.0,Normal
22.1,43,0.0,23.4,1016.0,Normal
26.1,43,0.0,14.0,1014.0,Normal
24.9,49,0.0,17.3,1011.0,Normal
26.7,69,0.29,27.4,1010.0,Normal
28.1,70,0.0,30.2,1013.0,Normal
23.2,50,0.0,4.3,1028.0,Normal
29.2,70,0.0,31.0,1013.0,Normal
32.1,56,0.0,5.4,1013.0,Normal
29.2,70,0.0,21.6,1012.0,Normal
26.3,42,0.0,4.7,1015.0,Normal
28.0,48,0.0,16.2,1008.0,Normal
23.2,50,0.01,11.2,1023.0,Normal
22.4,69,0.01,20.9,1022.0,Normal
22.4,50,0.0,5.0,1017.0,Normal
32.4,63,1.44,3.6,1009.0,Normal
20.1,68,0.0,12.2,1017.0,Normal
22.3,61,0.0,13.0,1011.0,Normal
30.2,70,0.0,20.5,1002.0,Normal
32.1,63,0.0,17.6,1004.0,Normal
25.1,61,0.0,15.1,1013.0,Normal
28.3,40,0.0,9.0,1016.0,Normal
24.2,34,0.0,20.2,1014.0,Normal
32.0,67,0.19,15.1,1015.0,Normal
30.1,70,0.0,27.7,1010.0,Normal
23.2,53,0.0,19.1,1026.0,Normal
33.2,59,0.0,15.1,1008.0,Normal
26.1,45,0.0,9.4,1012.0,Normal
21.4,70,0.0,11.5,1013.0,Normal
26.0,45,0.06,3.6,1013.0,Normal
29.2,70,0.0,11.2,1012.0,Normal
22.0,65,0.0,9.7,1022.0,Normal
30.4,70,0.14,11.2,1009.0,Normal
30.3,52,0.0,8.3,1016.0,Normal
32.6,51,0.0,10.1,1010.0,Normal
33.9,39,0.0,4.3,1008.0,Normal
29.3,56,0.0,6.5,1015.0,Normal
31.0,55,0.0,19.8,1009.0,Normal
28.1,66,0.0,9.0,1017.0,Normal
22.0,68,0.64,6.8,1010.0,Normal
29.4,52,0.0,10.1,1013.0,Normal
29.2,40,0.0,9.7,1018.0,Normal
31.0,52,0.0,7.2,1010.0,Normal
29.1,40,0.0,20.2,1016.0,Normal
31.1,49,0.0,11.2,1010.0,Normal
25.2,51,0.0,3.6,1016.0,Normal
33.1,56,0.03,11.5,1008.0,Normal
29.0,62,0.0,9.4,1011.0,Normal
29.0,40,0.0,3.6,1014.0,Normal
21.2,46,0.0,25.9,1005.0,Normal
29.1,43,0.0,3.6,1014.0,Normal
27.1,70,0.0,16.9,1017.0,Normal
29.2,45,0.0,9.7,1011.0,Normal
26.3,56,0.0,9.0,1013.0,Normal
26.2,61,0.0,22.0,1019.0,Normal
32.1,59,0.0,13.0,1012.0,Normal
24.3,65,0.0,28.8,1018.0,Normal
24.2,50,0.0,9.7,1018.0,Normal
20.3,53,0.0,15.8,1025.0,Normal
26.0,54,0.0,5.8,1018.0,Normal
27.9,68,0.0,19.8,1006.0,Normal
22.1,53,0.0,13.0,1021.0,Normal
26.6,33,0.31,25.2,1007.0,Normal
23.2,65,0.0,20.2,1027.0,Normal
30.1,70,0.0,19.8,1009.0,Normal
24.2,44,0.0,9.7,1012.0,Normal
30.0,66,0.0,25.9,1008.0,Normal
33.1,63,0.0,16.9,1010.0,Normal
27.2,48,0.0,24.1,1022.0,Normal
21.0,60,0.01,12.2,1024.0,Normal
28.1,70,0.05,28.4,1012.0,Normal
