elevation,latitude,longitude,rainfall,pressure,soil_moisture,temperature,wind_speed,humidity,month,disaster_label
109.1929732,26.24925128,68,0.0,100356.7131,0.109463374,16.38124896,1.381831241,63.00700925,1,Flood
109.1929732,26.24925128,68,1.12e-05,100022.0693,0.107028296,17.66974511,0.660720648,66.25865285,1,Flood
109.1929732,26.24925128,68,0.00013635,99903.33796,0.104953383,19.06328082,1.026593833,70.90971884,1,Flood
109.1929732,26.24925128,68,0.000122904,99972.31066,0.102718745,19.87442438,0.122853295,54.72435753,2,Flood
109.1929732,26.24925128,68,0.0,99641.24612,0.100089493,21.64211554,2.777228017,39.01257814,2,Flood
109.1929732,26.24925128,68,0.0,99791.4373,0.097490142,18.68880295,1.246173063,31.10501875,2,Flood
109.1929732,26.24925128,68,0.0,99684.22373,0.095766116,18.17740939,1.075409617,31.37500577,2,Flood
109.1929732,26.24925128,68,0.0,99844.13356,0.094671913,17.63573196,0.67134616,50.71372322,2,Flood
109.1929732,26.24925128,68,8.72e-05,100074.4023,0.094103758,18.07238893,1.41977776,61.46536714,2,Flood
109.1929732,26.24925128,68,0.001249776,100222.0027,0.093637095,18.36700261,1.502280884,65.29335806,2,Flood
109.1929732,26.24925128,68,0.008768254,100180.4218,0.095255205,17.51421292,1.374391074,68.15092615,2,Flood
109.1929732,26.24925128,68,0.0,100395.6196,0.094819504,18.46724915,0.707308652,54.28249053,2,Flood
109.1929732,26.24925128,68,0.0,100559.9237,0.09323958,18.51344987,0.678643228,45.05811124,2,Flood
109.1929732,26.24925128,68,0.0,100416.8968,0.091962474,18.59903659,0.866763365,41.42189416,2,Flood
109.1929732,26.24925128,68,0.00092791,100077.7395,0.090936559,19.1545125,1.660957636,39.29235459,2,Flood
109.1929732,26.24925128,68,0.0,99838.34922,0.090242093,18.80281538,0.899384226,50.45173244,2,Flood
109.1929732,26.24925128,68,0.000476343,99964.7899,0.089804723,19.21168479,1.722772274,53.3007335,2,Flood
109.1929732,26.24925128,68,0.0,100014.4744,0.089347799,20.02332737,1.831475101,48.95886914,2,Flood
109.1929732,26.24925128,68,0.001690961,99784.23672,0.08880325,20.64061354,0.16894238,47.37140509,2,Flood
109.1929732,26.24925128,68,0.0,99715.52465,0.088316504,20.32431394,0.695103766,47.37035233,2,Flood
109.1929732,26.24925128,68,0.0,100018.277,0.087993803,20.25523974,2.037607347,50.29022715,2,Flood
109.1929732,26.24925128,68,0.000170996,100252.6728,0.087680051,20.91329016,0.439625379,46.48795286,2,Flood
109.1929732,26.24925128,68,0.004066313,99837.85097,0.087209078,23.12155522,1.307652976,34.80593279,2,Flood
109.1929732,26.24925128,68,0.000724232,99354.4265,0.086751399,24.68847592,3.820241094,34.9550286,2,Flood
109.1929732,26.24925128,68,0.000346988,99496.35176,0.086494169,23.77568083,3.523836188,39.97661967,2,Flood
109.1929732,26.24925128,68,0.000221289,100149.6453,0.086380941,20.91834485,1.830621926,47.3106816,2,Flood
109.1929732,26.24925128,68,0.000165408,100261.8323,0.086183609,22.41679546,1.222182564,39.16409163,2,Flood
109.1929732,26.24925128,68,0.000110325,100033.021,0.085943484,22.43054394,0.622419525,40.67440778,2,Flood
109.1929732,26.24925128,68,0.000195264,100352.2054,0.08591745,20.6845731,3.108514271,52.27808786,2,Flood
109.1929732,26.24925128,68,0.0,100668.4233,0.085943622,19.72963892,3.301014379,49.7420177,2,Flood
109.1929732,26.24925128,68,0.000279405,100431.3158,0.085837394,20.70097639,0.500843555,48.55506399,2,Flood
109.1929732,26.24925128,68,0.105220587,100317.0987,0.085890935,22.30750625,0.955451172,49.59283225,3,Flood
109.1929732,26.24925128,68,0.015818572,100391.2962,0.097795869,21.14096033,2.750710881,60.63478619,3,Flood
109.1929732,26.24925128,68,5.53e-05,100460.8674,0.096559886,21.34368575,0.849525535,56.82059988,3,Flood
109.1929732,26.24925128,68,0.0,100434.7455,0.093705554,22.82625129,0.775611687,48.53994566,3,Flood
109.1929732,26.24925128,68,0.008485755,100164.2771,0.091656774,23.84343844,1.502590029,37.7844746,3,Flood
109.1929732,26.24925128,68,0.00483251,99834.85387,0.090210293,23.93683711,2.136259625,34.26873278,3,Flood
109.1929732,26.24925128,68,0.003478904,100108.7326,0.089200562,23.40194955,2.96825798,48.69169224,3,Flood
109.1929732,26.24925128,68,0.0,100180.1322,0.088455892,23.15014296,3.071019471,54.67600406,3,Flood
109.1929732,26.24925128,68,0.000747934,100099.2558,0.087784974,24.45376797,1.086349092,50.68483798,3,Flood
109.1929732,26.24925128,68,0.000210691,100118.5849,0.087749784,25.20603128,1.790681997,48.93686901,3,Flood
109.1929732,26.24925128,68,0.000272252,100082.5067,0.087128479,26.65184278,0.147840253,42.13516802,3,Flood
109.1929732,26.24925128,68,0.000438778,99845.40251,0.086225276,28.46330999,1.861396458,29.65387258,3,Flood
109.1929732,26.24925128,68,0.0,99848.18917,0.085701363,28.9806869,1.700327739,25.92573445,3,Flood
109.1929732,26.24925128,68,0.0,99766.15512,0.085372251,29.50744614,2.374574671,27.29027446,3,Flood
109.1929732,26.24925128,68,0.0,99583.96211,0.085147827,29.41126495,1.987965499,35.88223771,3,Flood
109.1929732,26.24925128,68,0.0,99427.72758,0.084972115,29.99163526,2.025999248,37.99862741,3,Flood
109.1929732,26.24925128,68,0.001540218,99346.02304,0.084857669,29.90141054,2.814513462,31.36432634,3,Flood
109.1929732,26.24925128,68,0.0,99183.794,0.084767181,29.97739542,3.008371255,31.871163,3,Flood
109.1929732,26.24925128,68,0.0,99102.43612,0.084694858,29.62911915,1.810470146,30.34518478,3,Flood
109.1929732,26.24925128,68,0.0,99315.041,0.084726342,28.97404227,0.852937749,34.83977443,3,Flood
109.1929732,26.24925128,68,0.0,99556.12576,0.084741032,28.23668815,2.133169824,27.30237283,3,Flood
109.1929732,26.24925128,68,0.0,99538.10746,0.084725966,25.92332997,3.210001157,42.52972779,3,Flood
109.1929732,26.24925128,68,0.0,99381.20269,0.084709567,28.37394179,3.464761687,34.1441003,3,Flood
109.1929732,26.24925128,68,0.0,99364.38833,0.084621739,29.47890467,0.562484104,22.7906732,3,Flood
109.1929732,26.24925128,68,0.0,99560.1173,0.084547583,29.66894947,0.271221819,22.46275336,3,Flood
109.1929732,26.24925128,68,0.0,99704.39255,0.084465279,30.65784458,1.526251392,16.20691778,3,Flood
109.1929732,26.24925128,68,0.0,99542.90733,0.084413446,31.81583427,3.278793662,14.75308261,3,Flood
109.1929732,26.24925128,68,0.0,99388.57182,0.084390205,31.87709963,3.340304455,20.26397292,3,Flood
109.1929732,26.24925128,68,0.0,99308.99244,0.084348833,31.08891576,1.061002425,24.66063309,3,Flood
109.1929732,26.24925128,68,0.0,99447.53096,0.084320199,30.27828386,1.740012593,17.09925939,3,Flood
109.1929732,26.24925128,68,0.0,99639.68593,0.084298049,29.68778051,1.858514614,17.3357322,3,Flood
109.1929732,26.24925128,68,0.000141483,99551.06593,0.084243417,30.96419282,0.930858265,16.80402636,4,Flood
109.1929732,26.24925128,68,0.0,99547.016,0.084173914,31.76139237,1.565574713,11.61961123,4,Flood
109.1929732,26.24925128,68,0.0,99583.6852,0.084126212,30.90366426,1.031021916,14.58836107,4,Flood
109.1929732,26.24925128,68,0.0,99605.51797,0.084077432,30.83063382,1.230667458,18.77055364,4,Flood
109.1929732,26.24925128,68,0.0,99716.31482,0.084034232,31.66245381,1.125865824,23.38360074,4,Flood
109.1929732,26.24925128,68,7.54e-05,99716.79909,0.083970187,33.36717644,1.977902342,18.14316884,4,Flood
109.1929732,26.24925128,68,0.0,99595.77803,0.083912462,34.30542245,2.91807247,17.17578833,4,Flood
109.1929732,26.24925128,68,0.0,99294.35436,0.083823174,33.71703115,1.949878152,17.76030555,4,Flood
109.1929732,26.24925128,68,0.0,99213.19699,0.083735127,33.35217831,0.617545716,20.76475387,4,Flood
109.1929732,26.24925128,68,0.000122781,99180.27153,0.083641486,33.72176706,1.660877083,20.67441604,4,Flood
109.1929732,26.24925128,68,0.00044743,99025.55372,0.08361675,31.91667991,3.377897458,27.77653464,4,Flood
109.1929732,26.24925128,68,0.000859389,98891.96385,0.084513334,31.23294829,3.107225693,38.01384111,4,Flood
109.1929732,26.24925128,68,0.000215762,99048.29943,0.089428121,31.32740361,1.505379868,36.01445601,4,Flood
109.1929732,26.24925128,68,0.000251381,99075.79426,0.088980253,32.07476495,1.491236019,25.54492312,4,Flood
109.1929732,26.24925128,68,0.000124398,98983.64918,0.086283273,33.74449102,2.021469885,16.32530388,4,Flood
109.1929732,26.24925128,68,0.000206295,98867.95614,0.086531637,33.43118897,2.686520355,26.74031774,4,Flood
109.1929732,26.24925128,68,0.001689133,99020.12405,0.087927563,32.73125006,3.564590449,36.80646375,4,Flood
109.1929732,26.24925128,68,0.001536611,99370.71972,0.088102612,32.69056226,4.084531224,34.37748934,4,Flood
109.1929732,26.24925128,68,0.0,99617.89804,0.088200346,32.23758179,3.29773818,37.76847399,4,Flood
109.1929732,26.24925128,68,0.011930153,99461.90453,0.087528073,32.27819014,3.808853058,31.33363537,4,Flood
109.1929732,26.24925128,68,0.000661079,99321.58869,0.085974281,32.15965158,2.87034057,25.64116547,4,Flood
109.1929732,26.24925128,68,0.003828873,99402.03728,0.085774266,31.78825469,1.129300621,29.01699221,4,Flood
109.1929732,26.24925128,68,0.0,99493.60674,0.08527263,32.28399187,1.040428269,28.62506467,4,Flood
109.1929732,26.24925128,68,1.23e-05,99350.10449,0.084587214,33.46314604,1.872476918,25.10763116,4,Flood
109.1929732,26.24925128,68,8.48e-05,99170.47881,0.08431241,33.9611711,2.661451128,26.84482628,4,Flood
109.1929732,26.24925128,68,0.000373285,99188.07533,0.084683307,34.32789563,2.063474062,29.03172152,4,Flood
109.1929732,26.24925128,68,1.25e-05,99174.78138,0.08438853,34.45129377,3.247390708,26.87980006,4,Flood
109.1929732,26.24925128,68,0.000765549,99169.92632,0.084091315,34.08495137,3.350289385,30.28442051,4,Flood
109.1929732,26.24925128,68,0.015834608,99085.67708,0.086501343,35.1168583,1.414498547,27.97478036,4,Flood
109.1929732,26.24925128,68,2.02e-05,98804.40458,0.086836979,36.20805727,1.808882669,23.59976788,4,Flood
109.1929732,26.24925128,68,0.000949835,98606.07032,0.08540441,36.83148501,3.776098548,19.99652929,5,Flood
109.1929732,26.24925128,68,0.0,98622.11792,0.084723892,32.76879807,6.998411321,27.51176105,5,Flood
109.1929732,26.24925128,68,0.0,98800.11198,0.084420487,32.45678323,5.113486819,38.79323505,5,Flood
109.1929732,26.24925128,68,0.0,99164.72583,0.0841108,32.6466576,1.845589887,37.27508694,5,Flood
109.1929732,26.24925128,68,0.045435867,99288.718,0.084176893,33.47671463,1.118540504,32.01534125,5,Flood
109.1929732,26.24925128,68,0.000425814,99225.53503,0.084167383,34.29565405,2.492680791,24.30139816,5,Flood
109.1929732,26.24925128,68,0.0,99174.59397,0.08374046,34.2121008,2.789249686,28.534157,5,Flood
109.1929732,26.24925128,68,0.0,98932.51452,0.083494527,33.9395408,3.24273109,35.262142,5,Flood
109.1929732,26.24925128,68,0.0,98815.35611,0.083335801,33.73133016,2.565253669,41.39463525,5,Flood
109.1929732,26.24925128,68,6.15e-05,98875.651,0.083346611,34.25765697,1.783672291,40.81092944,5,Flood
109.1929732,26.24925128,68,0.0,98847.83667,0.08315496,35.40847034,1.707842679,33.11003298,5,Flood
109.1929732,26.24925128,68,6.52e-05,98698.33612,0.082815371,36.54716463,1.776989838,28.82198381,5,Flood
109.1929732,26.24925128,68,0.0,98503.67769,0.082505816,37.28993253,1.188374899,20.6468447,5,Flood
109.1929732,26.24925128,68,9.05e-05,98527.5496,0.082240215,37.4073567,5.028112043,15.68743599,5,Flood
109.1929732,26.24925128,68,0.0,98664.08457,0.082110346,34.3466225,5.792034138,31.87982407,5,Flood
109.1929732,26.24925128,68,0.0,98592.93941,0.081995873,34.53370099,4.192158247,20.02615183,5,Flood
109.1929732,26.24925128,68,0.000142354,98567.34299,0.08177205,35.56133966,1.041443025,20.04437245,5,Flood
109.1929732,26.24925128,68,0.0,98804.97723,0.08150011,35.58216764,1.48736261,25.74166883,5,Flood
109.1929732,26.24925128,68,0.000339757,98806.55193,0.081280767,36.01895905,3.917770766,27.87686022,5,Flood
109.1929732,26.24925128,68,0.0,98598.49861,0.081187028,34.77675062,4.469255944,40.59169305,5,Flood
109.1929732,26.24925128,68,0.0,98441.2825,0.08112359,35.65876665,4.25592522,28.22329251,5,Flood
109.1929732,26.24925128,68,0.0,98173.52298,0.08098353,35.64509163,4.112153921,32.09923797,5,Flood
109.1929732,26.24925128,68,0.0,98224.53627,0.080801372,35.50223843,2.324674139,15.70885912,5,Flood
109.1929732,26.24925128,68,0.0,98852.05627,0.080609426,33.82935243,1.246231143,28.71564149,5,Flood
109.1929732,26.24925128,68,8.87e-05,99074.92842,0.080438955,34.209061,2.582973625,35.62771299,5,Flood
109.1929732,26.24925128,68,0.000121045,98770.23159,0.080355476,33.62433695,4.465752293,49.07561188,5,Flood
109.1929732,26.24925128,68,0.000651849,98573.15587,0.081028547,34.46282278,4.420731442,45.40680454,5,Flood
109.1929732,26.24925128,68,0.0,98549.7237,0.082479167,35.2857166,3.570209812,38.86443552,5,Flood
109.1929732,26.24925128,68,0.000168585,98636.62612,0.082433513,35.33566081,3.958953079,33.27744393,5,Flood
109.1929732,26.24925128,68,0.000133733,98685.5821,0.081810249,34.95821556,3.926057274,33.29352389,5,Flood
109.1929732,26.24925128,68,0.001122166,98728.82095,0.08164951,34.30213447,4.216963758,37.58337184,5,Flood
109.1929732,26.24925128,68,0.004059284,98756.81732,0.081501925,35.32106303,3.118401936,29.09895249,6,Flood
109.1929732,26.24925128,68,0.000195584,98772.36519,0.08122339,35.65454343,2.43780086,19.78508219,6,Flood
109.1929732,26.24925128,68,0.0,98665.13149,0.080968825,35.27916794,3.598761014,20.16854666,6,Flood
109.1929732,26.24925128,68,0.0,98629.88727,0.080787276,34.34248119,3.512420415,28.94144207,6,Flood
109.1929732,26.24925128,68,0.0,98664.8732,0.080644286,34.10922265,3.900817492,33.64060988,6,Flood
109.1929732,26.24925128,68,0.0,98714.63057,0.080498315,34.14044776,5.053678802,30.49668141,6,Flood
109.1929732,26.24925128,68,0.0,98700.76765,0.080410422,33.12497007,5.779179488,36.5636048,6,Flood
109.1929732,26.24925128,68,0.0,98600.47099,0.080352801,33.14445669,5.419578583,41.38497703,6,Flood
109.1929732,26.24925128,68,0.0,98454.44415,0.080324273,32.91677719,6.039046749,48.69715125,6,Flood
109.1929732,26.24925128,68,0.000203306,98550.06834,0.080326202,32.5716247,6.108351476,52.52047729,6,Flood
109.1929732,26.24925128,68,0.000435044,98621.22798,0.080322827,32.55469195,6.030028292,52.39646574,6,Flood
109.1929732,26.24925128,68,0.011592925,98718.73583,0.080555957,33.4817451,5.107912596,50.55162729,6,Flood
109.1929732,26.24925128,68,0.000262702,98935.63816,0.080764328,33.85293928,3.923839158,47.03776131,6,Flood
109.1929732,26.24925128,68,0.001485318,98877.09825,0.080575022,34.08538461,3.707267011,45.36500941,6,Flood
109.1929732,26.24925128,68,0.0,98614.94862,0.080403579,34.02001645,5.44631582,48.41506738,6,Flood
109.1929732,26.24925128,68,0.0,98508.21168,0.080324634,32.96928327,6.754557022,52.59636922,6,Flood
109.1929732,26.24925128,68,0.00307529,98464.11465,0.080294347,32.99982649,6.514676188,52.97308981,6,Flood
109.1929732,26.24925128,68,0.021860677,98623.45759,0.080377079,33.3919034,4.374595459,51.75991921,6,Flood
109.1929732,26.24925128,68,0.002180479,98609.75899,0.080338964,33.54860958,4.284186653,49.747734,6,Flood
109.1929732,26.24925128,68,5.81e-05,98332.53538,0.080281016,32.6041034,5.417299161,53.65783738,6,Flood
109.1929732,26.24925128,68,0.004789278,98224.88199,0.080402992,33.15069183,0.57807674,45.84542703,6,Flood
109.1929732,26.24925128,68,0.001393275,99022.11491,0.08076423,32.38363036,3.098380241,48.81911448,6,Flood
109.1929732,26.24925128,68,0.00014082,99253.01181,0.080841108,33.84643418,1.845099038,39.51021548,6,Flood
109.1929732,26.24925128,68,0.00011916,98771.77957,0.080470157,36.22320697,1.905683612,30.61842655,6,Flood
109.1929732,26.24925128,68,0.000328936,98402.82741,0.080183223,36.18219961,3.046330088,34.06634047,6,Flood
109.1929732,26.24925128,68,0.013626925,98478.21516,0.079970442,36.82709436,1.311797654,33.87421982,6,Flood
109.1929732,26.24925128,68,0.002350747,98576.25174,0.079702203,37.03175578,0.678750154,30.47703308,6,Flood
109.1929732,26.24925128,68,0.00421319,98520.34279,0.079473168,35.63842117,4.691849326,42.49155856,6,Flood
109.1929732,26.24925128,68,0.00304287,98207.30585,0.079364324,34.2739529,6.425586087,48.841879,6,Flood
109.1929732,26.24925128,68,0.005143064,98171.69573,0.079309273,34.02893534,6.597300124,51.93554313,6,Flood
109.1929732,26.24925128,68,0.053567556,98260.6952,0.079456638,34.94097156,4.670540602,50.80568457,7,Flood
109.1929732,26.24925128,68,0.06996203,98256.56496,0.080098715,33.9757721,3.565248024,54.14719313,7,Flood
109.1929732,26.24925128,68,0.118403118,98350.42429,0.082418228,34.42421356,2.804640398,53.96208607,7,Flood
109.1929732,26.24925128,68,1.284957676,98465.0288,0.179764519,30.93899448,0.64050661,72.16601424,7,Flood
109.1929732,26.24925128,68,0.085870555,98429.1808,0.232710777,31.59203859,1.064207193,72.0646719,7,Flood
109.1929732,26.24925128,68,1.241188541,98656.24292,0.337454144,29.8730667,1.746214125,81.56434271,7,Flood
109.1929732,26.24925128,68,1.575591473,98945.94718,0.38345587,28.42963173,2.056592015,85.82708316,7,Flood
109.1929732,26.24925128,68,0.989026067,98652.94722,0.395293434,28.79795124,0.830254331,84.83111149,7,Flood
109.1929732,26.24925128,68,0.105686164,98465.06196,0.395439649,28.93489315,1.602109583,82.81829102,7,Flood
109.1929732,26.24925128,68,0.173483359,98628.68134,0.376538094,28.95370836,1.413453801,81.05172615,7,Flood
109.1929732,26.24925128,68,0.054553266,98740.58852,0.36857493,29.69993274,1.136332912,80.01814647,7,Flood
109.1929732,26.24925128,68,0.033064968,98649.33339,0.341025697,30.57282477,0.847636955,75.23433206,7,Flood
109.1929732,26.24925128,68,0.00551876,98371.62837,0.309976233,30.8066336,1.535834724,73.80268034,7,Flood
109.1929732,26.24925128,68,0.186326257,98366.15156,0.288146749,30.77886716,1.5485724,73.00066274,7,Flood
109.1929732,26.24925128,68,1.749751206,98600.18983,0.381694127,27.61977035,4.47498583,85.98219565,7,Flood
109.1929732,26.24925128,68,0.850102285,98561.55076,0.41414522,27.90415959,4.458608908,86.20880668,7,Flood
109.1929732,26.24925128,68,0.675104451,98770.49358,0.416937835,27.50825284,3.229620038,88.89352942,7,Flood
109.1929732,26.24925128,68,0.35779318,98908.75949,0.410432771,28.13762572,0.219979206,86.6510302,7,Flood
109.1929732,26.24925128,68,0.033260635,98757.00963,0.37242864,30.11213582,3.272475,74.64463221,7,Flood
109.1929732,26.24925128,68,0.018709787,98575.36983,0.339711771,30.30034365,5.789019902,73.11299377,7,Flood
109.1929732,26.24925128,68,0.169876829,98639.67621,0.31267816,30.15089336,5.645487959,73.31908632,7,Flood
109.1929732,26.24925128,68,0.569034399,98852.96997,0.29345024,30.10717197,3.469567437,74.3220687,7,Flood
109.1929732,26.24925128,68,0.789410709,98774.99528,0.309607558,29.31345982,1.233482335,80.16702044,7,Flood
109.1929732,26.24925128,68,1.360695654,98641.71099,0.403141211,27.26624902,2.80944389,89.97199377,7,Flood
109.1929732,26.24925128,68,0.590814079,98792.39984,0.408806131,27.23436425,0.344280905,88.70148255,7,Flood
109.1929732,26.24925128,68,0.808487452,99151.51068,0.403356429,27.81938562,1.727208739,85.03880174,7,Flood
109.1929732,26.24925128,68,0.401580566,99149.62826,0.400527108,27.97878566,2.514610829,83.47845213,7,Flood
109.1929732,26.24925128,68,0.097211598,99200.04128,0.372075469,28.71758585,3.826565699,76.50509135,7,Flood
109.1929732,26.24925128,68,0.075406642,99091.04977,0.345101581,29.04410958,4.504697594,74.00755786,7,Flood
109.1929732,26.24925128,68,0.091344382,98870.96247,0.32083737,29.61329259,4.313749833,73.48757865,7,Flood
109.1929732,26.24925128,68,0.086466519,98613.60224,0.298893679,29.77048514,4.633784207,74.17922855,7,Flood
109.1929732,26.24925128,68,0.02534217,98688.87271,0.280638834,30.09450932,3.840108506,75.33495797,8,Flood
109.1929732,26.24925128,68,0.022796905,98714.30991,0.264463258,30.49106047,2.64095212,75.52565872,8,Flood
109.1929732,26.24925128,68,0.006477043,98832.63349,0.246524753,30.52968706,1.649557399,74.5383712,8,Flood
109.1929732,26.24925128,68,0.045276529,98818.88938,0.229172866,31.01183357,1.32593538,72.11798231,8,Flood
109.1929732,26.24925128,68,0.21343895,98663.0323,0.216401738,30.99782397,1.459892551,73.30193257,8,Flood
109.1929732,26.24925128,68,0.513186287,98568.08675,0.231642269,29.83823056,0.277566331,79.52088768,8,Flood
109.1929732,26.24925128,68,0.283698454,98512.66584,0.227433546,31.3525592,0.718626678,72.23978294,8,Flood
109.1929732,26.24925128,68,0.414422456,98499.22277,0.216862114,31.47630911,0.637762456,72.77315643,8,Flood
109.1929732,26.24925128,68,0.44022301,98454.67059,0.212636372,31.74476651,2.207090768,69.99748674,8,Flood
109.1929732,26.24925128,68,0.845007451,98306.72218,0.246720194,31.30910691,3.243738759,73.01188227,8,Flood
109.1929732,26.24925128,68,0.110940175,98282.52228,0.2505207,32.02418514,3.492086225,68.17778438,8,Flood
109.1929732,26.24925128,68,0.64473215,98481.05416,0.334101046,28.58804263,3.409361682,82.96154817,8,Flood
109.1929732,26.24925128,68,0.928131857,98551.09466,0.393165918,27.51136321,0.108314063,86.21508752,8,Flood
109.1929732,26.24925128,68,0.144574898,98624.03926,0.401047471,26.76971025,2.012704662,86.2218355,8,Flood
109.1929732,26.24925128,68,0.873241859,98888.89902,0.40997642,27.25366068,2.090945997,88.08548678,8,Flood
109.1929732,26.24925128,68,1.132310884,98837.2425,0.40922409,27.904294,2.768939896,85.67815629,8,Flood
109.1929732,26.24925128,68,1.298447823,98541.68933,0.414274551,28.10693938,2.098993804,83.27262544,8,Flood
109.1929732,26.24925128,68,5.351311374,98496.22469,0.425487947,26.36983993,3.733270148,90.31079719,8,Flood
109.1929732,26.24925128,68,2.384503981,98664.63409,0.414713127,27.31925917,5.092830602,85.56571992,8,Flood
109.1929732,26.24925128,68,0.313731658,98814.31617,0.408739536,27.21582876,3.804615579,85.18202942,8,Flood
109.1929732,26.24925128,68,1.68058599,98804.13966,0.414017055,26.62417597,2.383184401,88.20932634,8,Flood
109.1929732,26.24925128,68,0.464151692,98800.57639,0.395207547,26.75287923,0.669218016,86.91607029,8,Flood
109.1929732,26.24925128,68,1.937244771,98796.77449,0.397627393,27.70857829,2.07625372,84.38448588,8,Flood
109.1929732,26.24925128,68,3.542125772,98746.85343,0.423587506,25.65579607,2.641920657,89.93887296,8,Flood
109.1929732,26.24925128,68,0.357713637,98870.98324,0.404218292,26.2726852,2.696586749,81.98444839,8,Flood
109.1929732,26.24925128,68,0.511424345,99128.60878,0.383661765,27.21919917,2.802950027,79.83595249,8,Flood
109.1929732,26.24925128,68,0.17181724,99125.19547,0.367370519,27.50873009,2.623998389,77.89946389,8,Flood
109.1929732,26.24925128,68,0.286557058,99062.648,0.348971843,28.2061127,1.99728184,75.99801106,8,Flood
109.1929732,26.24925128,68,0.191753942,99371.2455,0.333723024,28.3158658,1.064216315,78.78918003,8,Flood
109.1929732,26.24925128,68,0.143969033,99522.7948,0.322540234,28.33212981,1.636401073,78.16787307,8,Flood
109.1929732,26.24925128,68,0.4943778,99312.6305,0.306786631,28.53507944,2.880009073,75.53804613,8,Flood
109.1929732,26.24925128,68,0.042800296,99247.90083,0.290483825,28.76964472,2.515799269,76.85865233,9,Flood
109.1929732,26.24925128,68,0.061819249,99370.91359,0.276320747,28.65663991,2.120112857,76.02900141,9,Flood
109.1929732,26.24925128,68,0.018607496,99097.79853,0.261236018,28.41042249,3.95738559,74.65126675,9,Flood
109.1929732,26.24925128,68,0.001490731,98858.06129,0.245904137,27.86552155,4.218481409,73.86710286,9,Flood
109.1929732,26.24925128,68,0.017654696,99064.31805,0.232914255,28.43817865,2.503227529,75.00671569,9,Flood
109.1929732,26.24925128,68,0.02206304,99319.33373,0.223562583,28.98839362,0.866005916,74.57250169,9,Flood
109.1929732,26.24925128,68,0.046361139,99504.95449,0.214657641,29.1171829,0.834719246,70.88220847,9,Flood
109.1929732,26.24925128,68,0.012323179,99509.11118,0.203324852,29.76654628,0.663719462,65.52865527,9,Flood
